#                                                  FILE       SIZE         cksum         sum  solarissum
                 cursehole_flx.aix5.1.powerpc_v.1.0.0.4     377371    2681554099       37509       63719
                 cursehole_flx.sunos5.8.sparc_v.1.0.0.3     299096    4141793404       37558       55633
                   cursekettle.hpux11.00.risc_v.1.1.0.2     176128    2364719211       16877       26818
                           cursekiln.sunos5.8_v.1.0.0.2     176404    2350204552       27241       29410
                           cursekiln.sunos5.8_v.1.0.1.3     176692    4029566111       43116        8599
                        cursemagic.linuxrh7.3_v.2.0.0.1     113432     167693029       55807       14486
                        cursemagic.solaris5.8_v.2.0.0.1     140624    1690841195       12267       19685
                        cursemagic.solaris5.8_v.2.0.1.1     140248    1248938891       58383       16679
                        cursemagic.linuxrh7.3_v.2.0.1.1     113432    3153799582       01885       22339
                         cursemagic.hpux11.00_v.2.0.1.1     139264    1919573794       54402        9001
                            cursemagic.aix5.1_v.2.0.1.1     198300    2876776973       04202       14685
                            cursemagic.aix5.1_v.2.1.0.3     224264    2892482690       20212       56702
                        cursemagic.linuxrh7.3_v.2.1.0.3     146812    3739978016       60850       60509
                          cursemagic.sunos5.8_v.2.1.0.3     167836     598611910       30306       20384
                         cursemagic.hpux11.00_v.2.1.0.3     163840    2684793360       63580       63601
                            cursenag.sunos5.8_v.1.0.0.1     148824    4216236752       48499       25454
                          cursequake.sunos5.8_v.1.0.0.2     138728    2219816470       53554       24668
                          cursequake.sunos5.8_v.1.1.0.4     151108     706987852       08863       21242
                             curserazor.win2k_v.2.0.0.5     142336    3614550981       32141       38186
                          curserazor.sunos5.8_v.2.0.0.5     151712     266392035       36062       20560
                             curserazor.win2k_v.2.0.1.1     145920    3665025734       52447       19736
                          curserazor.sunos5.8_v.2.0.1.1     156956    2913942188       43306       37613
                 curseroot_flx.hpux11.00.risc_v.1.1.0.3     294912    1121890451       23116       52861
                        curseroot.hpuxb.11.00_v.2.0.0.3     143360    3733355325       60984       39977
                            cursetails.aix5.1_v.1.0.0.1     180276    4044734128       31290       58204
                          cursetingle.aix.5.1_v.1.1.1.1      99925    2516963645       50006        1948
                          cursetingle.mswin32_v.2.0.0.1      98304    3746339119       48113       52565
                    cursesalsa.hpux11.00.risc_v.1.0.0.1     180224    3477337387       60490       57830
                         cursetingle.sunos5.8_v.2.0.0.1     137132    1479052110       35756       44597
                          cursetingle.aix.5.1_v.2.0.0.1     180813    2891705692       59684       10363
                           cursetingle.aix5.1_v.2.0.1.1     184593    3105856638       26898       26451
               cursetingle_flx.aix5.1.powerpc_v.1.0.1.3     259141    2828128604       39262       42960
                  cursetingle.2.0.1.2.mswin32_v.2.0.1.1      98304    1876770440       20050       12575
                         cursetingle.sunos5.8_v.2.0.1.1     142392    3826035928       56373       14520
                        cursetingle.sunos.5.9_v.1.0.0.7      55444     986565815       56621       50199
                          cursetingle.mswin32_v.1.0.0.7      81920     467686355       09311       12178
                    cursewham.linuxrh7.3.i686_v.1.1.0.1     129648    4052230338       51775       33743
                         cursewham.win2k.i686_v.1.1.0.1     136192    2405279675       50768       26522
                         cursewham.win2k.i686_v.1.0.0.3     135168    3859843989       24516       31571
                   cursezinger_flx.win2k.i686_v.1.0.0.2     262656    3131462353       37427       20791
                            cursezinger.win2k_v.2.0.0.2     155648    1139756440       63461        7620
                       cursezinger.linuxrh7.3_v.2.0.0.2     146512      23087955       55272       41261
                         cursezinger.sunos5.8_v.2.0.0.2     167028     845090707       25277       38441
                       cursezinger.linuxrh7.3_v.1.0.0.1     125880    4253402431       45933       16844
                            cursezinger.win2k_v.1.0.0.1     139264    2191543083       27871       51316
                            cursezinger.win2k_v.1.1.0.3     138240    2382619163       09901         381
                       cursezinger.linuxrh7.3_v.1.1.0.3     117272     756885449       58885       62504
                            cursezinger.win2k_v.1.2.0.1     142336     545843415       57530       59663
                            cursezinger.win2k_v.1.2.1.1     142848    2300782138       03792       58131
                       cursezinger.linuxrh7.3_v.1.2.1.1     117272     991474873       07665       52134
  cursehappy-solaris_v.4.1.0.6_solaris8_editionhaze.def       9648    4150856398       30645       42331
cursehappy-solaris_v.4.1.0.6_solaris8_silenttongues.def      11066     541471505       51498       11544
   cursehappy-solaris_v.4.1.0.6_solaris8_sicklestar.def       9913    3129343639       42448       54071
  cursehappy-solaris_v.4.1.0.6_solaris8_liquidsteel.def      12013    1012649203       34433       20418
 cursehappy-solaris_v.4.1.0.6_solaris8_serenecosmos.def      10987    1452568790       21762        9285
    cursehappy-solaris_v.4.1.0.6_solaris8_wholeblue.def      12803    1967258321       13344       13734
   cursehappy-solaris_v.4.1.0.6_solaris8_diamondaxe.def      11274     585588577       60600       27086
cursehappy-solaris_v.4.1.0.6_solaris8_shakengiraffe.def      16983     826384167       39992       49863
               cursehappy-solaris_v.4.0_editionhaze.def      10434    3554712859       32534       37466
             cursehappy-solaris_v.4.0_silenttongues.def      12144     264840104       54467       29109
                cursehappy-solaris_v.4.0_sicklestar.def      10205    3173803460       28487       10738
               cursehappy-solaris_v.4.0_liquidsteel.def      13829     840044669       02409       30364
              cursehappy-solaris_v.4.0_serenecosmos.def      12250    4094378744       49051       42334
                 cursehappy-solaris_v.4.0_wholeblue.def      15088    1685878040       36262       59942
             cursehappy-solaris_v.4.0_shakengiraffe.def      19604    1586877344       42208       57145
        curseclash.v1.0.0.3.aix5.1.powerpc_v.superceded     189316    1333771125       32532       22177
   cursetingle_flx.v1.0.0.9.aix5.1.powerpc_v.superceded     251489     776515953       47413       27090
        cursehappy.v4.1.2.4.sunos5.8_v.4.1.2.4_solaris8    1523256    2933352913       27477       59239
                       curseroot.aix5.1_v.2.0.0.3.00000     206940    4220672519       01458       41704
                        curseroot.win2k_v.2.0.0.3.00000      83968    3199238746       00188       16711
               curseroot.aix5.1.powerpc_v.2.2.0.7.00001     186520    4003638340       58818       34225
               curseroot.hpux11.00.risc_v.2.2.0.7.00001     200704    2946922064       06310       57635
                   curseroot.win2k.i686_v.2.2.0.7.00001     157184     669967646       13502       29530
     curseroot.linux2.6.5-7.97-smp.i686_v.2.2.0.7.00000     156708    2625294666       57226       32834
               curseroot.sunos5.8.sparc_v.2.2.0.7.00000     180296    3651556126       24857       35687
          curseroot.linux2.6.5-7.97-smp_v.2.0.0.3.00000     139368    2738524079       30084       17788
                     curseroot.sunos5.8_v.2.0.0.3.00000     156004    1488178427       29645       44513
                            enemyrun.sunos5.8_v.4.0.0.5     247300    3177778343       13495       26331
                           enemyrun.hpux11.00_v.4.0.0.5     262144    1926578269       09648       63946
                         enemyrun.linuxrhe3.6_v.4.0.0.5     187440    3094616716       62935       33784
                       enemyrun.sunos5.8.i386_v.4.0.0.5     248056    3974196642       48504       10837
                          enemyrun.linuxrh7.3_v.4.0.0.5     191268    4200784184       11041       52133
                           enemyrun.hpux11.00_v.4.0.1.2     266240    3996943980       63730       37023
                         enemyrun.linuxrhe3.6_v.4.0.1.2     191884    2727046206       21612       17426
                       enemyrun.sunos5.8.i386_v.4.0.1.2     251508    1617290894       42605       46413
                          enemyrun.linuxrh7.3_v.4.0.1.2     195992    1526794153       18101       17592
                            enemyrun.sunos5.8_v.4.0.1.2     253140     813274482       19935       16838
                         skimcountry.sunos5.8_v.2.0.0.3     149916    1621673867       56926       19684
                           skimcountry.aix5.1_v.2.0.0.3     203776    3254804545       10599       32810
              skimcountry__flx.aix5.1.powerpc_v.1.0.0.4     270833     591709200       28185       10148
              skimcountry__flx.aix5.1.powerpc_v.1.0.1.1     276901     515577067       26565       39849
                             store-linux-i386_v.3.1.1.2      19081    4046454450       57236       58067
                           watcher-linux-i386_v.3.1.1.2     240245    4137883497       27567       61892
                         watcher-linux-x86_64_v.3.1.1.2     283993     445808546       45899       51305
                        watcher-solaris-sparc_v.3.1.1.2     238700    3123728883       65114       59049
                         watcher-solaris-i386_v.3.1.1.2     240689    1896067598       54991       52090
                             store-linux-i386_v.3.2.0.1      19081    3859061399       26804       57751
                           watcher-linux-i386_v.3.2.0.1     247221    1290560138       55884       54861
                         watcher-linux-x86_64_v.3.2.0.1     292185    1865728922       45347       41273
                        watcher-solaris-sparc_v.3.2.0.1     245364     345828695       56969       15267
                         watcher-solaris-i386_v.3.2.0.1     247889    1993261621       24880       16141
                             store-linux-i386_v.3.3.0.1      19081    2404995396       06163       58327
                           watcher-linux-i386_v.3.3.0.1     254581    3229610433       00846        7940
                         watcher-linux-x86_64_v.3.3.0.1     304729    3900419060       40597       17151
                        watcher-solaris-sparc_v.3.3.0.1     246796    3831178132       20083        7168
                         watcher-solaris-i386_v.3.3.0.1     249329      45734773       04632       57529
